Kolumna1,Kolumna2,Kolumna3,Kolumna4
SPY900035-01004,00:58:35:02,00:58:35:02,
SPY900036-01001,00:43:35:02,00:43:35:02,
SPY900036-01002,00:43:45:04,00:43:45:04,
SPY900036-01003,00:43:39:19,00:43:39:19,
SPY900036-01004,00:43:35:03,00:43:35:03,
SPY900036-01005,00:43:42:03,00:43:42:03,
SPY900036-01006,00:43:45:02,00:43:45:02,
SPY900036-01007,00:43:46:07,00:43:46:07,
SPY900036-01008,00:43:35:13,00:43:35:13,
SPY900036-01009,00:43:45:02,00:43:45:02,
SPY900036-01010,00:43:43:23,00:43:43:23,
SPY900036-01011,00:43:36:17,00:43:36:17,
SPY900036-01012,00:43:46:02,00:43:46:02,
SPY900036-01013,00:43:44:18,00:43:44:18,
SPY900036-01014,00:43:50:02,00:43:50:02,
SPY900036-01015,00:43:48:11,00:43:48:11,
SPY900036-01016,00:43:53:02,00:43:53:02,
SPY900036-01017,00:43:42:18,00:43:42:18,
SPY900036-01018,00:43:48:02,00:43:48:02,
SPY900036-01019,00:43:44:11,00:43:44:11,
SPY900036-01020,00:43:52:04,00:43:52:04,
SPY900037-01001,00:59:14:01,00:59:14:01,
SPY900037-01002,00:59:13:01,00:59:13:01,
SPY900037-01003,00:58:57:06,00:58:57:06,
SPY900037-01004,00:59:00:01,00:59:00:01,
SPY900037-01005,00:59:08:01,00:59:08:01,
SPY900037-02001,00:59:13:01,00:59:13:01,
SPY900037-02002,00:59:13:01,00:59:13:01,
SPY900037-02003,00:59:09:24,00:59:09:24,
SPY900037-02004,00:59:06:07,00:59:06:07,
SPY900037-02005,00:59:13:01,00:59:13:01,
SPY900037-02006,00:59:12:01,00:59:12:01,
SPY900038-02001,00:44:25:02,00:44:25:02,
SPY900038-02002,00:44:12:02,00:44:12:02,
SPY900038-02003,00:44:30:02,00:44:30:02,
SPY900038-02004,00:44:21:02,00:44:21:02,
SPY900038-02005,00:44:29:02,00:44:29:02,
SPY900038-02006,00:44:23:02,00:44:23:02,
SPY900038-03001,00:44:16:01,00:44:16:01,
SPY900038-03002,00:44:13:02,00:44:13:02,
SPY900038-03003,00:44:05:07,00:44:05:07,
SPY900038-03004,00:44:17:02,00:44:17:02,
SPY900038-03005,00:44:30:02,00:44:30:02,
SPY900038-03006,00:43:58:02,00:43:58:02,
SPY900038-03007,00:44:28:02,00:44:28:02,
SPY900038-03008,00:44:17:05,00:44:17:05,
SPY900039-01001,00:42:33:01,00:42:33:01,
SPY900039-01002,00:42:39:01,00:42:39:01,
SPY900039-01003,00:42:22:01,00:42:22:01,
SPY900039-01004,00:42:41:01,00:42:41:01,
SPY900039-02001,00:44:22:01,00:44:22:01,
SPY900039-02002,00:43:39:01,00:43:39:01,
SPY900039-02003,00:44:02:01,00:44:02:01,
SPY900040-01001,00:53:20:02,00:53:20:02,
SPY900040-01002,00:50:08:10,00:50:08:10,
SPY900040-01003,00:54:18:01,00:54:18:01,
SPY900040-01004,00:49:33:01,00:49:33:01,
SPY900040-01005,00:44:37:00,00:44:37:00,
SPY900040-01006,00:44:07:20,00:44:07:20,
SPY900041-01001,00:43:31:04,00:43:31:04,
SPY900041-01002,00:43:27:09,00:43:27:09,
SPY900041-01003,00:41:50:15,00:41:50:15,
SPY900041-01004,00:43:12:22,00:43:12:22,
SPY900041-01005,00:43:31:05,00:43:31:05,
SPY900041-01006,00:43:25:07,00:43:25:07,
SPY900041-01007,00:43:30:23,00:43:30:23,
SPY900041-01008,00:43:26:00,00:43:26:00,
SPY900041-01009,00:42:11:24,00:42:11:24,
SPY900041-01010,00:42:53:23,00:42:53:23,
SPY900041-02001,00:43:31:01,00:43:31:01,
SPY900041-02002,00:43:31:18,00:43:31:18,
SPY900041-02003,00:43:25:22,00:43:25:22,
SPY900041-02004,00:43:09:07,00:43:09:07,
SPY900041-02005,00:43:25:17,00:43:25:17,
SPY900041-02006,00:43:25:19,00:43:25:19,
SPY900041-02007,00:43:26:19,00:43:26:19,
SPY900041-02008,00:43:25:12,00:43:25:12,
SPY900041-02009,00:43:25:11,00:43:25:11,
SPY900041-02010,00:43:25:09,00:43:25:09,
SPY900041-02011,00:43:24:16,00:43:24:16,
SPY900041-02012,00:43:25:03,00:43:25:03,
SPY900041-02013,00:43:24:02,00:43:24:02,
SPY900041-02014,00:43:22:02,00:43:22:02,
SPY900041-02015,00:43:23:06,00:43:23:06,
SPY900041-02016,00:43:24:09,00:43:24:09,
SPY900041-02017,00:43:25:01,00:43:25:01,
SPY900041-02018,00:43:27:04,00:43:27:04,
SPY900041-02019,00:43:24:02,00:43:24:02,
SPY900041-02020,00:43:26:03,00:43:26:03,
SPY900043-03001,00:41:22:23,00:41:22:23,
SPY900043-03002,00:41:22:22,00:41:22:22,
SPY900043-03003,00:41:20:06,00:41:20:06,
SPY900043-03004,00:41:22:10,00:41:22:10,
SPY900043-03005,00:41:22:18,00:41:22:18,
SPY900043-03006,00:41:22:13,00:41:22:13,
SPY900043-03007,00:41:21:14,00:41:21:14,
SPY900043-03008,00:41:22:04,00:41:22:04,
SPY900043-03009,00:41:20:00,00:41:20:00,
SPY900043-03010,00:41:21:22,00:41:21:22,
SPY900043-03011,00:41:22:10,00:41:22:10,
SPY900043-03012,00:41:19:07,00:41:19:07,
SPY900043-03013,00:41:22:10,00:41:22:10,
SPY900043-03014,00:41:22:04,00:41:22:04,
SPY900043-03015,00:41:19:07,00:41:19:07,
SPY900043-03016,00:41:22:11,00:41:22:11,
SPY900043-03017,00:41:22:12,00:41:22:12,
SPY900043-03018,00:41:20:24,00:41:20:24,
SPY900043-04001,00:41:22:08,00:41:22:08,
SPY900043-04002,00:41:21:07,00:41:21:07,
SPY900043-04003,00:41:22:11,00:41:22:11,
SPY900043-04004,00:41:22:05,00:41:22:05,
SPY900043-04005,00:41:22:08,00:41:22:08,
SPY900043-04006,00:41:22:08,00:41:22:08,
SPY900043-04007,00:41:21:10,00:41:21:10,
SPY900043-04008,00:41:19:11,00:41:19:11,
SPY900043-04009,00:41:22:03,00:41:22:03,
SPY900043-04010,00:41:22:06,00:41:22:06,
SPY900043-04011,00:41:22:06,00:41:22:06,
SPY900043-04012,00:41:22:05,00:41:22:05,
SPY900043-04013,00:41:21:19,00:41:21:19,
SPY900043-04014,00:41:22:09,00:41:22:09,
SPY900043-04015,00:41:22:10,00:41:22:10,
SPY900043-04016,00:41:21:23,00:41:21:23,
SPY900043-04017,00:41:21:24,00:41:21:24,
SPY900043-04018,00:41:21:07,00:41:21:07,
SPY900043-04019,00:41:21:14,00:41:21:14,
SPY900043-04020,00:41:22:09,00:41:22:09,
SPY900043-04021,00:41:18:05,00:41:18:05,
SPY900043-04022,00:41:22:05,00:41:22:05,
SPY900043-05001,00:41:23:03,00:41:23:03,
SPY900043-05002,00:41:23:03,00:41:23:03,
SPY900043-05003,00:41:23:03,00:41:23:03,
SPY900043-05004,00:41:23:03,00:41:23:03,
SPY900043-05005,00:41:23:03,00:41:23:03,
SPY900043-05006,00:41:23:03,00:41:23:03,
SPY900043-05007,00:41:23:03,00:41:23:03,
SPY900043-05008,00:41:23:09,00:41:23:09,
SPY900043-05009,00:41:23:09,00:41:23:09,
SPY900043-05010,00:41:23:09,00:41:23:09,
SPY900043-05011,00:41:23:03,00:41:23:03,
SPY900043-05012,00:41:23:09,00:41:23:09,
SPY900043-05013,00:41:18:14,00:41:18:14,
SPY900043-05014,00:41:23:03,00:41:23:03,
SPY900043-05015,00:41:23:03,00:41:23:03,
SPY900043-05016,00:41:23:03,00:41:23:03,
SPY900043-05017,00:41:23:03,00:41:23:03,
SPY900043-05018,00:41:23:03,00:41:23:03,
SPY900043-05019,00:41:23:03,00:41:23:03,
SPY900043-05020,00:41:23:03,00:41:23:03,
SPY900043-05021,00:41:23:03,00:41:23:03,
SPY900043-06001,00:41:52:03,00:41:52:03,
SPY900043-06002,00:41:23:08,00:41:23:08,
SPY900043-06003,00:41:23:02,00:41:23:02,
SPY900043-06004,00:41:23:02,00:41:23:02,
SPY900043-06005,00:41:23:02,00:41:23:02,
SPY900043-06006,00:41:51:22,00:41:51:22,
SPY900043-06007,00:41:37:23,00:41:37:23,
SPY900043-06008,00:41:23:02,00:41:23:02,
SPY900043-06009,00:41:18:18,00:41:18:18,
SPY900043-06010,00:41:20:11,00:41:20:11,
SPY900043-06011,00:41:23:02,00:41:23:02,
SPY900043-06012,00:40:57:05,00:40:57:05,
SPY900043-06013,00:40:32:22,00:40:32:22,
SPY900043-06014,00:41:05:09,00:41:05:09,
SPY900043-06015,00:41:15:22,00:41:15:22,
SPY900043-06016,00:41:23:02,00:41:23:02,
SPY900043-07001,00:41:23:01,00:41:23:01,
SPY900043-07002,00:41:20:05,00:41:20:05,
SPY900043-07003,00:41:23:00,00:41:23:00,
SPY900043-07004,00:41:07:00,00:41:07:00,
SPY900043-07005,00:41:23:00,00:41:23:00,
SPY900043-07006,00:41:17:24,00:41:17:24,
SPY900043-07007,00:41:23:02,00:41:23:02,
SPY900043-07008,00:41:23:01,00:41:23:01,
SPY900043-07009,00:41:07:05,00:41:07:05,
SPY900043-07010,00:41:23:02,00:41:23:02,
SPY900043-07011,00:41:23:02,00:41:23:02,
SPY900043-07012,00:41:23:02,00:41:23:02,
SPY900043-07013,00:41:23:02,00:41:23:02,
SPY900043-07014,00:41:23:02,00:41:23:02,
SPY900043-07015,00:41:23:02,00:41:23:02,
SPY900043-07016,00:41:23:02,00:41:23:02,
SPY900043-07017,00:41:23:02,00:41:23:02,
SPY900043-07018,00:43:47:02,00:43:47:02,
SPY900044-01001,00:41:49:00,00:41:49:00,
SPY900044-01002,00:41:34:22,00:41:34:22,
SPY900044-01003,00:41:30:17,00:41:30:17,
SPY900044-01004,00:41:34:17,00:41:34:17,
SPY900045-01001,00:52:08:19,00:52:08:19,
SPY900045-01002,00:55:50:02,00:55:50:02,
SPY900045-01003,00:44:41:11,00:44:41:11,
SPY900046-01001,00:48:00:00,00:48:00:00,
SPY900046-01002,00:48:00:00,00:48:00:00,
SPY900046-01003,00:48:00:00,00:48:00:00,
SPY900046-01004,00:48:00:00,00:48:00:00,
SPY900046-01005,00:48:00:00,00:48:00:00,
SPY900046-01006,00:48:00:00,00:48:00:00,
SPY900046-01007,00:48:00:00,00:48:00:00,
SPY900046-01008,00:48:00:01,00:48:00:01,
SPY900046-01009,00:48:00:04,00:48:00:04,
SPY900046-01010,00:48:00:00,00:48:00:00,
SPY900047-01001,00:13:40:11,00:13:40:11,
SPY900047-01002,00:10:17:11,00:10:17:11,
SPY900047-01003,00:10:55:13,00:10:55:13,
SPY900047-01004,00:10:43:14,00:10:43:14,
SPY900047-01005,00:10:59:21,00:10:59:21,
SPY900047-01006,00:10:46:01,00:10:46:01,
SPY900047-01007,00:10:36:23,00:10:36:23,
SPY900047-01008,00:10:13:00,00:10:13:00,
SPY900048-01001,00:24:04:04,00:24:04:04,
SPY900048-01002,00:20:15:06,00:20:15:06,
SPY900048-01003,00:20:55:17,00:20:55:17,
SPY900048-01004,00:20:29:07,00:20:29:07,
SPY900048-01005,00:20:58:05,00:20:58:05,
SPY900048-01006,00:22:11:14,00:22:11:14,
SPY900048-01007,00:20:26:09,00:20:26:09,
SPY900048-01008,00:22:47:05,00:22:47:05,
SPY900048-01009,00:23:34:01,00:23:34:01,
SPY900048-01010,00:25:17:11,00:25:17:11,
SPY900049-01001,00:58:13:04,00:58:13:04,
SPY900049-01002,00:40:23:05,00:40:23:05,
SPY900049-01003,00:40:38:13,00:40:38:13,
SPY900049-01004,00:40:33:10,00:40:33:10,
SPY900049-01005,00:40:45:23,00:40:45:23,
SPY900049-01006,00:40:41:14,00:40:41:14,
SPY900049-01007,00:41:20:05,00:41:20:05,
SPY900049-01008,00:41:22:10,00:41:22:10,
SPY900049-01009,00:41:28:04,00:41:28:04,
SPY900049-01010,00:41:04:04,00:41:04:04,
SPY900049-01011,00:40:59:12,00:40:59:12,
SPY900049-01012,00:40:36:08,00:40:36:08,
SPY900049-01013,00:41:14:14,00:41:14:14,
SPY900049-01014,00:41:16:24,00:41:16:24,
SPY900049-02001,00:47:01:17,00:47:01:17,
SPY900049-02002,00:41:23:06,00:41:23:06,
SPY900049-02003,00:41:15:06,00:41:15:06,
SPY900049-02004,00:40:30:17,00:40:30:17,
SPY900049-02005,00:40:30:07,00:40:30:07,
SPY900049-02006,00:40:34:04,00:40:34:04,
SPY900049-02007,00:41:14:07,00:41:14:07,
SPY900049-02008,00:41:05:23,00:41:05:23,
SPY900049-02009,00:41:14:16,00:41:14:16,
SPY900049-02010,00:41:15:22,00:41:15:22,
SPY900049-02011,00:40:38:06,00:40:38:06,
SPY900049-02012,00:41:14:16,00:41:14:16,
SPY900049-02013,00:41:06:15,00:41:06:15,
SPY900049-02014,00:41:05:15,00:41:05:15,
SPY900049-02015,00:41:12:18,00:41:12:19,
SPY900049-02016,00:41:12:03,00:41:12:03,
SPY900049-03001,00:41:03:23,00:41:03:23,
SPY900049-03002,00:41:21:01,00:41:21:01,
SPY900049-03003,00:41:07:04,00:41:07:04,
SPY900049-03004,00:41:26:08,00:41:26:08,
SPY900049-03005,00:41:18:09,00:41:18:09,
SPY900049-03006,00:41:24:09,00:41:24:09,
SPY900049-03007,00:41:14:20,00:41:14:20,
SPY900049-03008,00:41:24:09,00:41:24:09,
SPY900049-03009,00:41:22:20,00:41:22:20,
SPY900049-03010,00:41:26:01,00:41:26:01,
SPY900049-03011,00:40:41:13,00:40:41:13,
SPY900049-03012,00:41:25:06,00:41:25:06,
SPY900049-03013,00:41:14:24,00:41:14:24,
SPY900049-03014,00:41:17:06,00:41:17:06,
SPY900049-03015,00:41:04:16,00:41:04:16,
SPY900049-03016,00:40:32:06,00:40:32:06,
SPY900049-04001,00:41:02:08,00:41:02:08,
SPY900049-04002,00:40:34:12,00:40:34:12,
SPY900049-04003,00:41:22:19,00:41:22:19,
SPY900049-04004,00:41:19:22,00:41:19:22,
SPY900049-04005,00:41:19:24,00:41:19:24,
SPY900049-04006,00:41:24:12,00:41:24:12,
SPY900049-04007,00:41:20:20,00:41:20:20,
SPY900049-04008,00:41:05:20,00:41:05:20,
SPY900049-04009,00:41:21:24,00:41:21:24,
SPY900049-04010,00:40:49:07,00:40:49:07,
SPY900049-04011,00:41:11:05,00:41:11:05,
SPY900049-04012,00:41:10:09,00:41:10:09,
SPY900049-04013,00:41:24:06,00:41:24:06,
SPY900049-04014,00:40:58:14,00:40:58:14,
SPY900049-04015,00:41:20:20,00:41:20:20,
SPY900049-04016,00:40:56:21,00:40:56:21,
SPY900049-05001,00:41:36:19,00:41:36:19,
SPY900049-05002,00:41:18:15,00:41:18:15,
SPY900049-05003,00:40:38:20,00:40:38:20,
SPY900049-05004,00:41:32:06,00:41:32:06,
SPY900049-05005,00:41:04:20,00:41:04:20,
SPY900049-05006,00:40:43:16,00:40:43:16,
SPY900049-05007,00:41:24:24,00:41:24:24,
SPY900049-05008,00:41:27:09,00:41:27:09,
SPY900049-05009,00:41:33:21,00:41:33:21,
SPY900049-05010,00:41:29:18,00:41:29:18,
SPY900049-05011,00:41:19:22,00:41:19:22,
SPY900049-05012,00:41:27:19,00:41:27:19,
SPY900049-05013,00:41:00:02,00:41:00:02,
SPY900049-06001,00:41:37:01,00:41:37:01,
SPY900049-06002,00:41:26:03,00:41:26:03,
SPY900049-06003,00:41:03:04,00:41:03:04,
SPY900049-06004,00:41:34:06,00:41:34:06,
SPY900049-06005,00:41:24:23,00:41:24:23,
SPY900049-06006,00:44:56:12,00:44:56:12,
SPY900052-01001,00:13:03:21,00:13:03:21,
SPY900052-01002,00:13:35:01,00:13:35:01,
SPY900052-01003,00:13:10:11,00:13:10:11,
SPY900052-01004,00:13:18:12,00:13:18:12,
SPY900052-02001,00:20:28:08,00:20:28:08,
SPY900052-02002,00:20:51:08,00:20:51:08,
SPY900052-02003,00:20:48:06,00:20:48:06,
SPY900052-02004,00:21:07:11,00:21:07:11,
SPY900052-02005,00:20:38:03,00:20:38:03,
SPY900053-05001,00:12:43:06,00:12:43:06,
SPY900053-05002,00:12:47:08,00:12:47:08,
SPY900053-05003,00:12:06:14,00:12:06:14,
SPY900053-05004,00:12:58:18,00:12:58:18,
SPY900053-05005,00:12:43:07,00:12:43:07,
SPY900053-05006,00:15:01:00,00:15:01:00,
SPY900054-05001,00:22:30:00,00:23:06:00,
SPY900054-05002,00:20:57:06,00:22:02:14,
SPY900054-05003,00:30:22:00,#N/D,
SPY900054-05004,00:27:52:20,#N/D,
SPY900054-05005,00:20:09:24,#N/D,
SPY900054-05006,00:22:08:24,#N/D,
SPY900054-05007,00:19:45:19,#N/D,
SPY900054-07001,00:19:49:12,00:19:49:12,
SPY900054-07002,00:23:17:20,00:23:17:20,
SPY900054-07003,00:19:26:03,00:19:26:03,
SPY900054-07004,00:18:29:15,00:18:29:15,
SPY900054-07005,00:19:14:01,00:19:14:01,
SPY900054-07006,00:21:45:03,00:21:45:03,
SPY900054-07007,00:19:07:01,00:19:07:01,
SPY900054-07008,00:19:16:24,00:19:16:24,
SPY900054-07009,00:24:48:13,00:24:48:13,
SPY900054-07010,00:22:39:18,00:22:39:18,
SPY900055-01001,00:15:13:08,00:15:13:08,
SPY900055-01002,00:12:00:02,00:12:00:02,
SPY900055-01003,00:13:48:00,#N/D,
SPY900055-01004,00:12:44:17,00:17:30:14,
SPY900055-01005,00:17:30:14,00:17:30:14,
SPY900055-02001,00:10:42:05,#N/D,
SPY900055-02002,00:10:25:13,#N/D,
SPY900055-02003,00:10:08:07,#N/D,
SPY900055-02004,00:12:12:13,#N/D,
SPY900055-02005,00:08:25:00,#N/D,
SPY900055-02006,00:12:55:22,#N/D,
SPY900055-02007,00:13:05:03,#N/D,
SPY900055-02008,00:14:43:01,#N/D,
SPY900057-01001,00:08:34:04,00:08:34:04,
SPY900057-01002,00:09:13:21,00:09:13:21,
SPY900057-01003,00:09:17:03,00:09:17:03,
SPY900057-01004,00:08:21:23,00:08:21:23,
SPY900057-01005,00:09:05:03,00:09:05:03,
SPY900057-01006,00:11:43:17,00:11:43:17,
SPY900057-01007,00:12:35:15,00:12:35:15,
SPY900057-01008,00:11:31:01,00:11:31:01,
SPY900057-01009,00:09:33:02,00:09:33:02,
SPY900057-01010,00:10:55:04,00:10:55:04,
SPY900065-01001,00:10:18:23,00:10:18:23,
SPY900065-01002,00:17:41:12,00:17:41:12,
SPY900065-01003,00:07:23:02,00:07:23:02,
SPY900065-01004,00:08:45:18,00:08:45:18,
SPY900065-01005,00:08:30:10,00:08:30:10,
SPY900066-01001,00:09:38:12,00:09:38:12,
SPY900066-01002,00:05:57:00,00:05:57:00,
SPY900067-03001,00:41:23:21,00:41:23:21,
SPY900067-03002,00:41:24:07,00:41:24:07,
SPY900067-03003,00:41:20:03,00:41:20:03,
SPY900067-03004,00:41:20:10,00:41:20:10,
SPY900067-03005,00:41:25:04,00:41:25:04,
SPY900067-03006,00:41:18:07,00:41:18:07,
SPY900067-03007,00:41:18:08,00:41:18:08,
SPY900067-03008,00:41:18:05,00:41:18:05,
SPY900067-03009,00:41:20:05,00:41:20:05,
SPY900067-03010,00:41:16:09,00:41:16:09,
SPY900067-03011,00:41:18:08,00:41:18:08,
SPY900067-03012,00:40:37:24,00:40:37:24,
SPY900067-04001,00:56:46:01,00:56:46:01,
SPY900067-04002,00:51:59:08,00:51:59:08,
SPY900067-04003,00:53:32:13,00:53:32:13,
SPY900067-04004,00:55:18:17,00:55:18:17,
SPY900067-04005,00:57:44:20,00:57:44:20,
SPY900067-04006,00:56:38:07,00:56:38:07,
SPY900069-05001,00:22:10:12,00:22:10:12,
SPY900069-05002,00:21:20:11,00:21:20:11,
SPY900069-05003,00:21:20:09,00:21:20:09,
SPY900069-05004,00:21:19:03,00:21:19:03,
SPY900069-05005,00:21:13:11,00:21:13:11,
SPY900069-05006,00:21:20:10,00:21:20:10,
SPY900070-01011,00:19:57:19,00:19:57:19,
SPY900070-01012,00:20:13:05,00:20:13:05,
SPY900070-01013,00:19:17:17,00:19:17:17,
SPY900070-02001,00:20:03:22,00:20:03:22,
SPY900070-02002,00:21:04:23,00:21:04:23,
SPY900070-02003,00:20:18:16,00:20:18:16,
SPY900070-02004,00:20:05:04,00:20:05:04,
SPY900070-02005,00:20:00:05,00:20:00:05,
SPY900070-02006,00:23:25:14,00:23:25:14,
SPY900071-01001,00:08:30:20,00:08:30:20,
SPY900071-01002,00:09:53:07,00:09:53:07,
SPY900071-01003,00:10:28:24,,
SPY900071-01004,00:11:18:17,00:11:18:17,
SPY900072-03006,00:38:35:09,00:38:35:09,
SPY900072-03007,00:40:47:03,00:40:47:03,
SPY900073-01001,00:48:34:11,00:48:34:11,
SPY900073-01002,00:48:30:16,00:48:30:16,
SPY900073-01003,00:48:08:17,00:48:08:17,
SPY900073-01004,00:46:46:16,00:46:46:16,
SPY900073-01005,00:48:17:21,00:48:17:21,
SPY900073-01006,00:48:15:23,00:48:15:23,
SPY900073-01007,00:47:59:05,00:47:59:05,
SPY900073-01008,00:47:42:20,00:47:42:20,
SPY900074-01001,00:24:40:12,#N/D,
SPY900074-01002,00:23:11:06,#N/D,
SPY900074-01003,00:29:29:23,#N/D,
SPY900074-01004,00:24:28:09,#N/D,
SPY900074-01005,00:30:25:23,#N/D,
SPY900074-01006,00:28:42:24,#N/D,
SPY900074-01007,00:32:10:16,00:32:10:16,
SPY900074-01008,00:29:05:03,#N/D,
SPY900074-01009,00:24:13:13,00:24:13:13,
SPY900074-01010,00:30:09:11,00:30:09:11,
SPY900074-01011,00:24:45:02,00:24:45:02,
SPY900074-01015,00:32:47:03,00:26:27:03,
SPY900074-01016,00:26:27:02,00:26:27:03,
SPY900074-01017,00:36:20:08,00:36:20:09,
SPY900074-01018,00:31:56:17,00:31:56:19,
SPY900075-01001,00:26:00:01,00:26:00:01,
SPY900075-01002,00:26:00:01,00:26:00:01,
SPY900075-01003,00:26:00:01,00:26:00:01,
SPY900075-01004,00:26:00:01,00:26:00:01,
SPY900075-01006,00:26:00:01,00:26:00:01,
SPY900075-01007,00:26:00:01,00:26:00:01,
SPY900076-01001,00:45:25:00,00:45:25:00,
SPY900076-01002,00:48:28:03,00:48:28:03,
SPY900076-01003,00:50:08:24,00:50:08:24,
SPY900076-01004,00:47:44:00,00:47:44:00,
SPY900076-01005,00:51:29:00,00:51:29:00,
SPY900076-01006,00:48:31:24,00:48:31:24,
SPY900078-06001,00:24:38:12,00:24:38:12,
SPY900078-06002,00:24:08:01,00:24:08:01,
SPY900078-06003,00:24:50:21,00:24:50:21,
SPY900078-06004,00:24:18:02,00:24:18:02,
SPY900078-06005,00:24:19:01,00:24:19:01,
SPY900078-06006,00:24:39:16,00:24:39:16,
SPY900078-06007,00:23:42:01,00:23:42:01,
SPY900078-06008,00:26:27:04,00:26:27:04,
SPY900079-01001,00:25:32:20,00:25:32:20,
SPY900079-01002,00:27:03:01,00:27:03:01,
SPY900079-01006,00:26:55:06,00:26:55:06,
SPY900079-01008,00:26:50:11,00:26:50:11,
SPY900079-01009,00:26:34:15,00:26:34:15,
SPY900079-02004,00:24:50:02,#N/D,
SPY900081-01001,00:07:58:21,00:07:58:21,
SPY900081-01002,00:07:41:09,00:07:41:09,
SPY900081-01003,00:07:54:22,00:07:54:22,
SPY900081-01004,00:07:58:06,00:07:58:06,
SPY900084-01001,00:11:07:18,00:11:07:18,
SPY900084-01002,00:06:59:09,00:06:59:09,
SPY900084-01003,00:09:31:18,00:09:31:18,
SPY900084-01004,00:09:04:17,00:09:04:17,
SPY900086-01001,00:23:15:22,00:23:15:22,
SPY900086-01002,00:25:30:01,00:25:30:01,
SPY900086-01003,00:20:03:08,00:20:03:08,
SPY900086-01004,00:25:30:01,00:25:30:01,
SPY900086-01005,00:24:09:04,00:24:09:04,
SPY900086-02001,00:29:00:00,#N/D,
SPY900086-02002,00:28:02:15,#N/D,
SPY900086-02003,00:21:22:20,#N/D,
SPY900086-02004,00:23:00:00,#N/D,
SPY900086-02005,00:27:22:24,#N/D,
SPY900087-03001,00:16:10:00,00:16:10:00,
SPY900087-03002,00:15:27:17,00:15:27:17,
SPY900087-03003,00:15:12:15,00:15:12:15,
SPY900087-03004,00:15:29:07,00:15:29:07,
SPY900088-01001,00:07:45:04,00:07:45:04,
SPY900088-01004,00:06:31:09,00:06:31:09,
SPY900089-02021,00:41:07:20,00:41:07:20,
SPY900089-02022,00:42:05:01,00:42:05:01,
SPY900092-02001,00:11:53:07,00:11:53:07,
SPY900092-02002,00:15:02:03,00:15:02:03,
SPY900094-01001,01:30:40:01,01:30:40:01,
SPY900094-01002,01:26:54:24,01:26:54:24,
SPY900095-01001,00:21:18:00,00:21:18:00,
SPY900095-01002,00:19:49:01,00:19:49:01,
SPY900095-01003,00:20:57:02,00:20:57:02,
SPY900095-01004,00:21:06:13,00:21:06:13,
SPY900095-01005,00:24:17:22,00:24:17:22,
SPY900096-01001,00:12:02:19,00:12:02:20,
SPY900096-01002,00:13:24:09,00:13:24:10,
SPY900096-01003,00:12:02:04,#N/D,
SPY900096-01004,00:11:48:19,#N/D,
SPY900096-01005,00:09:10:21,#N/D,
SPY900096-01006,00:12:40:19,#N/D,
SPY900097-01001,00:14:07:13,00:14:07:13,
SPY900097-01002,00:19:24:08,00:19:24:08,
SPY900097-01003,00:15:17:23,00:15:17:23,
SPY900097-01004,00:21:01:04,00:21:01:04,
SPY900097-01005,00:19:54:18,00:19:54:18,
SPY900098-01001,00:10:17:23,00:10:17:23,
SPY900098-01002,00:10:13:20,00:10:13:20,
SPY900098-01003,00:09:39:23,00:09:39:23,
SPY900098-01004,00:09:26:12,00:09:26:12,
SPY900098-01005,00:10:42:00,00:10:42:00,
SPY900098-01006,00:10:19:01,00:10:19:01,
SPY900098-01007,00:13:39:20,00:13:39:20,
SPY900098-01008,00:10:36:21,00:10:36:21,
SPY900098-01009,00:11:02:18,00:11:02:18,
SPY900098-01010,00:10:53:13,00:10:53:13,
SPY900099-01001,00:09:22:23,00:09:22:23,
SPY900099-01002,00:08:09:20,00:08:09:20,
SPY900099-01003,00:08:27:14,00:08:27:14,
SPY900099-01004,00:09:18:21,00:09:18:21,
SPY900099-01005,00:08:16:09,00:08:16:09,
SPY900099-01006,00:08:46:04,00:08:46:04,
SPY900099-01007,00:09:04:00,00:09:04:00,
SPY900099-01008,00:09:28:16,00:09:28:16,
SPY900099-01009,00:09:16:15,00:09:16:15,
SPY900099-01010,00:08:03:21,00:08:03:21,
SPY900100-01001,00:08:57:01,00:08:57:01,
SPY900100-01002,00:09:50:15,00:09:50:15,
SPY900100-01003,00:09:22:04,00:09:22:04,
SPY900100-01004,00:10:54:11,00:10:54:11,
SPY900100-01005,00:10:31:01,00:10:31:01,
SPY900100-01006,00:09:36:10,00:09:36:10,
SPY900100-01007,00:09:55:17,00:09:55:17,
SPY900100-01008,00:10:14:07,00:10:14:07,
SPY900101-01001,00:47:59:24,00:47:59:24,
SPY900101-01002,00:47:55:18,00:47:55:18,
SPY900101-01003,00:48:00:05,00:48:00:05,
SPY900101-01004,00:48:00:00,00:48:00:00,
SPY900101-01005,00:47:59:24,00:47:59:24,
SPY900101-01006,00:47:59:24,00:47:59:24,
SPY900101-01007,00:47:59:24,00:47:59:24,
SPY900101-01008,00:47:59:19,00:47:59:19,
SPY900101-01009,00:48:00:00,00:48:00:00,
SPY900101-01010,00:47:48:16,00:47:48:16,
SPY900102-01001,00:45:44:20,00:45:44:20,
SPY900102-01002,00:48:43:04,00:48:43:04,
SPY900102-01003,00:35:42:20,00:35:42:20,
SPY900103-01001,00:49:26:05,00:49:26:05,
SPY900103-01002,00:45:00:05,00:45:00:05,
SPY900103-01003,00:44:53:21,00:44:53:21,
SPY900103-01004,00:50:38:24,00:50:38:24,
